id;user_id;content;media_url;is_private;created_at;updated_at
13;26;"More than 400 killed by rebel group in Sudan says UN - BBC - The UN cites "credible sources" for the estimated death toll of recent attacks on refugee camps in Darfur.";"https://ichef.bbci.co.uk/news/1024/branded_news/6b0b/live/b1e27d00-196f-11f0-bb58-9b4b47f4db81.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
14;48;"Mark Zuckerberg defends Meta in social media monopoly trial - BBC - The US government is seeking to break up Meta by forcing a spinoff of Instagram or WhatsApp.";"https://ichef.bbci.co.uk/news/1024/branded_news/684d/live/5695a950-198c-11f0-b1b3-7358f8d35a35.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
15;29;"Americans impacted by 2024 natural disasters may qualify for extension to file taxes - NPR - Americans in at least nine states qualify for automatic IRS tax filing extensions, according to the agency.";"https://npr.brightspotcdn.com/dims3/default/strip/false/crop/8061x4534+0+421/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fe0%2Ff1%2F9aacc2404770b3b8b9835b872c19%2Fgettyimages-2199450201.jpg";0;2025-04-16 15:30:21;2025-04-16 15:30:21
16;34;"Palestinian Columbia activist Mohsen Mahdawi arrested by DHS at citizenship interview - CBS News - A Columbia protest leader was taken into custody at a citizenship interview, his lawyers say, as the Trump administration pushes to deport fellow Columbia activist Mahoud Khalil.";"https://assets1.cbsnewsstatic.com/hub/i/r/2023/12/03/897c638b-a4bc-4521-b658-881b27128c2c/thumbnail/1200x630/c87a3140451d393e5acf20b2b1da21a2/campus-8.jpg?v=22a842e47fa1552047fb956f78e1acf0";1;2025-04-16 15:30:21;2025-04-16 15:30:21
17;22;"UNC trends for QB on Transfer Portal Crystal Ball: Tar Heels not expected to pursue Tennessee's Nico Iamaleava - 247Sports - UNC and Bill Belichick appear to have found a quarterback for the 2025 season";"https://s3media.247sports.com/Uploads/Assets/863/40/13040863.jpg?width=1200&height=628&crop=1.91:1&fit=cover";1;2025-04-16 15:30:21;2025-04-16 15:30:21
18;20;"What to know about suspect in fire at Gov. Josh Shapiro's residence - Axios - Cody Balmer, 38, of Harrisburg, faces charges of attempted murder, terrorism and aggravated arson.";"https://images.axios.com/oVpbHKyQurzgUDGBUaJis6t-0ro=/0x460:5568x3592/1366x768/2025/04/14/1744647859908.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
19;16;"CT scans could cause 5% of cancers, study finds, experts note uncertainty - Ars Technica - The estimates are small and uncertain, but balancing risks and benefits is critical.";"https://cdn.arstechnica.net/wp-content/uploads/2025/04/GettyImages-1315507517-1152x648.jpg";0;2025-04-16 15:30:21;2025-04-16 15:30:21
20;41;"British Steel to get supplies to keep furnaces burning - BBC - The government says the Scunthorpe plant will receive raw materials from the US and Australia.";"https://ichef.bbci.co.uk/news/1024/branded_news/e61b/live/e5f83b80-1964-11f0-9519-1df0e5f825fc.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
21;34;"17 prospects to attend 2025 NFL Draft in Green Bay - Cleveland Browns - The 2025 NFL Draft is set to begin on April 24";"https://static.clubs.nfl.com/image/upload/t_editorial_landscape_12_desktop/browns/hrexzvxysjmu1jgf8zep";0;2025-04-16 15:30:21;2025-04-16 15:30:21
22;28;"Vaccine expert worries child measles deaths are being "normalized" - NPR - Measles is an extremely contagious disease. It's also extremely preventable. There's a vaccine. It's highly effective. For decades it has made measles outbreaks in the U.S. relatively rare, and measles deaths rarer still. But the U.S. has now seen more measles cases in the first quarter of 2025 than in all of 2024.";"https://media.npr.org/assets/img/2025/04/14/gettyimages-1231790708-resize_wide-875a8b6c20c04a348a0ca5fbe4411f981fadbe80.jpg?s=1400&c=100&f=jpeg";0;2025-04-16 15:30:21;2025-04-16 15:30:21
23;16;"Steph Curry Congratulates Rory McIlroy on Masters Win With Four-Word Message - Sports Illustrated - McIlroy got his green jacket on Sunday night.";"https://images2.minutemediacdn.com/image/upload/c_crop,w_6107,h_3435,x_0,y_485/c_fill,w_1440,ar_16:9,f_auto,q_auto,g_auto/images/ImagnImages/mmsport/si/01jrv0q33zn9q62jbwv5.jpg";0;2025-04-16 15:30:21;2025-04-16 15:30:21
24;27;"Hungary passes constitutional amendment to ban LGBTQ+ public events, seen as a major blow to rights - CNN - Hungary's parliament on Monday passed an amendment to the constitution that allows the government to ban public events by LGBTQ+ communities, a decision that legal scholars and critics call another step toward authoritarianism by the populist government.";"https://media.cnn.com/api/v1/images/stellar/prod/ap25104587362027.jpg?c=16x9&q=w_800,c_fill";0;2025-04-16 15:30:21;2025-04-16 15:30:21
25;16;"The Last of Us Season 2 Premiere Ratings Beat Season 1 Opener - The Hollywood Reporter - More than 5 million viewers watched the show's return on HBO and Max Sunday.";"https://www.hollywoodreporter.com/wp-content/uploads/2025/02/pedro-pascal-H-2025.jpg?w=1296&h=730&crop=1";0;2025-04-16 15:30:21;2025-04-16 15:30:21
26;28;"Meet Neptune, a TikTok alternative where creators can hide likes and follower counts - TechCrunch - Neptune is one of the newest short-form video apps on the block seeking to compete with major players like TikTok, Instagram Reels, and YouTube Shorts. Neptune, a short-form video apps seeking to compete with TikTok, is preparing to launch the app on the App Store.";"https://techcrunch.com/wp-content/uploads/2024/04/neptune.png?w=1192";1;2025-04-16 15:30:21;2025-04-16 15:30:21
27;3;"You can hot swap the battery on Samsung's new rugged tablet - The Verge - Samsung's rugged Galaxy Tab Active5 Pro tablet has dual hot-swappable battery design so you can potentially keep it powered indefinitely.";"https://platform.theverge.com/wp-content/uploads/sites/2/2025/04/samsung1.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200";1;2025-04-16 15:30:21;2025-04-16 15:30:21
28;39;"Google won't let cheap Android phones and tablets ship with only 16GB storage anymore - Android Authority - Google has raised the minimum requirement for how much storage Android devices must have to get certified. Here's what the new minimum is!";"https://www.androidauthority.com/wp-content/uploads/2023/08/Google-Files-storage-almost-full.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
29;1;"Most Carbon-Rich Asteroids Never Make It to Earth—and Now We Know Why - Gizmodo - A study of thousands of space rocks may explain why a common type in space is so uncommon on our planet.";"https://gizmodo.com/app/uploads/2024/09/earth-planet-killer-asteroid-nuke-x-ray.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
30;10;"Serious bug pushes Samsung to stall One UI 7 rollout globally - Android Central - The stable firmware is no longer available for download on the Galaxy S24 series, the Galaxy Z Fold 6, and the Z Flip 6.";"https://cdn.mos.cms.futurecdn.net/PuXshukwQzpSUFBdhaT2a6.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
31;7;"Webb brings dying star's energetic display into full focus - European Space Agency - Planetary Nebula NGC 1514 (MIRI image)";"https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2025/04/webb_brings_dying_star_s_energetic_display_into_full_focus/26660045-1-eng-GB/Webb_brings_dying_star_s_energetic_display_into_full_focus_pillars.jpg";0;2025-04-16 15:30:21;2025-04-16 15:30:21
32;46;"Half of the universe's hydrogen gas, long unaccounted for, has been found - Phys.org - Astronomers tallying up all the normal matter—stars, galaxies and gas—in the universe today have come up embarrassingly short of the total matter produced in the Big Bang 13.6 billion years ago. In fact, more than half of normal matter—half of the 15% of the universe's total matter—has been missing.";"https://scx2.b-cdn.net/gfx/news/hires/2025/half-of-the-universes.jpg";1;2025-04-16 15:30:21;2025-04-16 15:30:21
33;48;"HBO Original Harry Potter Series Casts John Lithgow, Janet McTeer, Paapa Essiedu, Nick Frost, Luke Thallon, And Paul Whitehouse - Warner Bros. Discovery - Harry Potter Cast (from left to right): John Lithgow (Credit: Jessica Howes), Janet McTeer (Credit: Andrew Crowley), Paapa Essiedu (Credit: Ruth Crafer)";null;1;2025-04-16 15:30:21;2025-04-16 15:30:21
34;13;"See Two Meteor Showers And A "Planet Parade": The Night Sky This Week - Forbes - Each Monday, I pick out North America's celestial highlights for the week ahead (which also apply to mid-northern latitudes in the northern hemisphere).";"https://imageio.forbes.com/specials-images/imageserve/67f38933cffbd078601dbf39/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds";1;2025-04-16 15:30:21;2025-04-16 15:30:21
